nickname,characterName,position,attribute1,attribute2,attribute3,hand,hand(rarityName),head,head(rarityName),chest,chest(rarityName),waist,waist(rarityName),leg,leg(rarityName),foot,foot(rarityName),accessories1,accessories1(rarityName),accessories2,accessories2(rarityName),recovery,recovery(rarityName),accelerator,accelerator(rarityName),attack,attack(rarityName),defense,defense(rarityName),special,special(rarityName),neck,neck(rarityName),accessories3,accessories3(rarityName),accessories4,accessories4(rarityName),random,level,killCount,deathCount,assistCount,attackPoint,damagePoint,battlePoint,sightPoint,getCoin,spendConsumablesCoin,sentinelKillCount,demolisherKillCount,playTime,minLifeTime,maxLifeTime,responseTime,team,matchId,map
월드,피터,원거리딜러,완벽주의자,전장의 학살자,완전한 성장,E 장난스런 손짓,유니크,E 인빌트 아이어,유니크,E 아이의 품격,유니크,E 누나의 사랑,유니크,E 즐거운 장난,유니크,E 마지막 동심,유니크,스탬프 니바스,레어,원더보이-페이퍼,레어,체스터 더블버거,레어,염동 스프린터,레어,염동 이펙트,레어,솔리드 스위퍼,레어,원더홀 맥시머,레어,E 신기한 블랙홀,유니크,스쿨 니바스,레어,코스믹 호러,유니크,False,43,3,8,6,35402,27775,219,237,14270,3500,7,23,979,9,247,243,0,18f647fb34cbb1e3e293c25c78a31122f0072544659165c90d2bb736cc0b1bc5,브리스톨
CoㅡRona,에밀리,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,E 유레카,유니크,E 순수한 정신,유니크,E 원소의 순환,유니크,E 크리소포에이아,유니크,E 신성한 초월,유니크,E 아타노르,유니크,SB캡슐 루인,레어,파운틴 아이프 E,언커먼,첼시 와일드콜라,언커먼,리세스 스프린터,레어,알케미 이펙트,레어,바이벤 터틀본II,언커먼,파운틴 임팩트,언커먼,E 아쿠아 레기아,유니크,구르기 도시락,레어,에메랄드 타블릿,유니크,False,62,5,2,11,33251,12576,112,161,19130,2200,34,28,979,124,647,78,1,18f647fb34cbb1e3e293c25c78a31122f0072544659165c90d2bb736cc0b1bc5,브리스톨
CAROLOVE,디아나,탱커,불굴의 의지,재생의 숨결,최후의 저항,FA사크리피시움,레어,에브게니아,레어,S 절대적 규율,유니크,E 임플리싯 룰,유니크,E 골져스 스네어,유니크,S 포스풀 컨트롤,유니크,채찍 레그람,레어,케이지 레그람,레어,그레이스 스파클링,레어,그레이스 엑셀,레어,그레이스 파이크,레어,솔리드 스위퍼,레어,인사이트 엔진T7 ,언커먼,S 선택된 재능,유니크,파편 레그람,레어,씰 오브 드로스트,유니크,False,37,0,2,19,17561,21416,205,288,11550,3600,8,0,979,159,496,62,1,18f647fb34cbb1e3e293c25c78a31122f0072544659165c90d2bb736cc0b1bc5,브리스톨
꽃세느,트릭시,근거리딜러,속전속결,재생의 숨결,거인 사냥꾼,E 이머전시 네이팜,유니크,E 포가튼 메모리,유니크,E 시니컬 하트,유니크,E 아이언 플루토,유니크,E 크리티컬 디시전,유니크,E 싱크로니시티,유니크,로켓 카밋 L,언커먼,왈츠 벨제브,레어,체스터 더블버거,레어,시니컬 스프린터,레어,시니컬 이펙트,레어,스테민 닷지,레어,시니컬 임팩트,언커먼,E 오버 프레셔,유니크,이젝션 스파니 E,언커먼,파티클 액셀,유니크,False,52,7,7,5,17102,31488,108,171,14990,900,26,21,979,14,236,278,1,18f647fb34cbb1e3e293c25c78a31122f0072544659165c90d2bb736cc0b1bc5,브리스톨
망리단길지킴이,호타루,탱커,불굴의 의지,재생의 숨결,최후의 저항,E 아마테라스,유니크,E 백연 비천무,유니크,RA쿠노이치 후쿠,레어,RA비폭요대,레어,RA은밀기동,레어,E 은월기담,유니크,쐐기 카무이,레어,폭연 카무이,레어,첼시 콜라 MAX,레어,리세스 스프린터,레어,이펙트 이펙션,레어,스테민 터틀,레어,PS 레이더 R4,언커먼,S 시노비모지,유니크,비연폭 카무이,레어,환영술 두루마리,유니크,False,41,6,3,18,22724,32907,284,379,12930,2800,7,4,979,48,597,78,1,18f647fb34cbb1e3e293c25c78a31122f0072544659165c90d2bb736cc0b1bc5,브리스톨
이다솜,파수꾼 A,원거리딜러,충동 구매,사냥꾼의 본능,전장의 학살자,S 어센던트,유니크,S 피어싱 아이즈,유니크,S 무형의 감옥,유니크,E 짜여진 각본,유니크,S 하빈저,유니크,S 에고이스트,유니크,클로 에델슈타인,레어,크로우 바이알,레어,체스터 더블버거,레어,런업 스프린터,레어,이펙트 이펙션,레어,레이븐 타즈,레어,워든 맥시머,레어,E 잔혹한 모략가,유니크,시프트 바이알,레어,그라시아 에피칵스,유니크,False,67,14,1,12,58452,10805,194,188,21750,3000,33,41,979,166,792,21,1,18f647fb34cbb1e3e293c25c78a31122f0072544659165c90d2bb736cc0b1bc5,브리스톨
CoㅡRona,자네트,탱커,불굴의 의지,재생의 숨결,최후의 저항,E 골든 글로리아,유니크,E 가디언 스피릿,유니크,E 키스 오브 로즈,유니크,E 아도니스 스팅,유니크,E 셀프 레버런스,유니크,E 슈루드 무브먼트,유니크,플로라 포이베,레어,자발레타 포이베,레어,로즈 스파클링,레어,런업 스프린터,레어,로즈 이펙트,레어,로즈 타즈,레어,자발레타 임팩트,언커먼,E 로프티 플라워리,유니크,SB프레스토 데브,레어,윈드 오브 로즈,유니크,False,48,6,6,11,37737,30717,177,297,15800,3600,22,14,1003,48,504,93,0,3ba41d464b365d53c4b7b66cbf0e57b87442270122f1051bd0ac57dd8c371d8d,브리스톨
쌈니,루시,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,E 섬섬옥수,유니크,E 오발선빈,유니크,E 지체투향,유니크,E 세류요,유니크,S 작장중무,유니크,E 연보소말,유니크,낙화 청옥석,레어,반월 청옥석,레어,체스터 더블버거,레어,리세스 스프린터,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,PS 레이더 R4,언커먼,S 적월선,유니크,화무 청옥석,레어,절세가인,유니크,False,48,4,7,15,26957,24700,77,217,14720,2000,16,16,1003,54,179,216,0,3ba41d464b365d53c4b7b66cbf0e57b87442270122f1051bd0ac57dd8c371d8d,브리스톨
두루미,클레어,원거리딜러,충동 구매,전장의 학살자,전장의 열기,E 천사의 한숨,유니크,E 아이비리그,유니크,E 리스키 스펙트럼 ,유니크,E 써쿨러 아미스트 ,유니크,E 승리의 기원,유니크,S 환호의 출발 ,유니크,블링걸-블링크,레어,분광의 살로스,레어,키스 스파클링 ,레어,빛의 스프린터 ,레어,빛의 이펙트 ,레어,솔리드 스위퍼,레어,클렌징빔 임팩트,언커먼,S 슈팅 스타,유니크,클렌징빔 살로스,레어,레이저 피에스타,유니크,False,66,10,4,13,59671,21962,170,274,20740,3400,29,40,1003,59,671,79,0,3ba41d464b365d53c4b7b66cbf0e57b87442270122f1051bd0ac57dd8c371d8d,브리스톨
화곡동빨간망사,호타루,근거리딜러,속전속결,전장의 학살자,거인 사냥꾼,E 아마테라스,유니크,E 백연 비천무,유니크,E 아카 토리노,유니크,E 팔문괘장,유니크,E 바케모노 가타리,유니크,E 은월기담,유니크,쐐기 케레스,레어,폭연 케레스,레어,폭연 스파클링,레어,고소한 타락죽,레어,홍색 다식,레어,황색 다식,레어,폭연 임팩트,언커먼,E 아카 오오조라,유니크,비연폭 카무이,레어,환영술 두루마리,유니크,False,52,8,8,12,48157,20810,156,246,15660,2000,27,10,1003,15,237,210,0,3ba41d464b365d53c4b7b66cbf0e57b87442270122f1051bd0ac57dd8c371d8d,브리스톨
romo,아이작,탱커,선봉장,단단한 피부,최후의 저항,S 리트릿 프리벤트,유니크,S 쇼업 데드맨,유니크,S 빅 블랙 머신,유니크,S 인휴먼 퍼슈어,유니크,S 킬링 머신,유니크,S 데드 컨트랩션,유니크,저지먼트 레그람,레어,레이지 레그람,레어,블랙 스파클링 ,레어,블랙 스프린터,레어,블랙 파이크 ,레어,베링거 닷지넬S,언커먼,DT 인사이트 R1,커먼,S 쇼 스탑퍼,유니크,데드맨 레그람,레어,데몰리쉬 에너미,유니크,False,32,0,6,8,6171,55663,242,431,10960,4600,5,3,1003,66,298,89,0,3ba41d464b365d53c4b7b66cbf0e57b87442270122f1051bd0ac57dd8c371d8d,브리스톨
알펜시아,타라,원거리딜러,재장전,신경쇠약,회피 사격,E 데몰리션 파이어,유니크,E 아이리스 보터 ,유니크,플레어 플라밍고,레어,E 무크 디토네이터,유니크,E 스칼렛 랩소디,유니크,E 파이어 포르테,유니크,불놀이 하우레스,레어,발화 하우레스,레어,첼시 와일드콜라,언커먼,스피드스타II,언커먼,플레어 파이크 ,레어,플레어 타즈 ,레어,공간발화 임팩트,언커먼,E 스티즈 머쉬,유니크,화염괴 쥬피터,레어,메테오 카티에르,유니크,False,50,10,6,9,44213,19571,112,184,17020,3700,16,26,1003,45,227,211,1,3ba41d464b365d53c4b7b66cbf0e57b87442270122f1051bd0ac57dd8c371d8d,브리스톨
100돌이,웨슬리,원거리딜러,완벽주의자,사냥꾼의 본능,전장의 열기,E 마인 익스프레스,유니크,E 퀘이크 프론,유니크,E 전장의 매,유니크,E 오퍼레이션 델타,유니크,E 데파르망 ,유니크,E 전쟁의 시작,유니크,공성류탄 아레스,레어,SB구급의 루차,레어,체스터 더블버거,레어,커맨더 스프린터 ,레어,파이크 이펙션,레어,스테민 터틀,레어,지원폭격 맥시머,레어,E 장군의 명예,유니크,지뢰 프로빈스,레어,최후의 폭격명령,유니크,False,53,3,1,14,29936,22412,92,225,16500,1500,18,25,1003,295,663,45,1,3ba41d464b365d53c4b7b66cbf0e57b87442270122f1051bd0ac57dd8c371d8d,브리스톨
엘리맛금귤,에바,탱커,전투 태세,단단한 피부,선봉장,S 트랜센던트 그립,유니크,볼드 에티튜드,레어,S 기간틱 타이푼,유니크,E 끊임없는 도전,유니크,E 그래플링 테크닉,유니크,E 나의 공격리듬은!,유니크,브레이킹 레그람,레어,스파이어 레그람,레어,첼시 와일드콜라,언커먼,런업 스프린터,레어,파이터 이펙트 ,레어,파이터 플래쉬 ,레어,DT 인사이트 R1,커먼,S 무도가의 자세,유니크,슈타이너 레그람,레어,반잡 눈,레어,False,42,2,7,7,7971,50597,175,325,10580,900,3,6,1003,54,220,203,1,3ba41d464b365d53c4b7b66cbf0e57b87442270122f1051bd0ac57dd8c371d8d,브리스톨
앜또너냐,이글,탱커,최후의 저항,낙법,전투 태세,S 브리닝 슈나이더,유니크,E 스크라이 쇼크 ,유니크,E 언밸런스 레퀴엠,유니크,E 화이트 샤르페,유니크,E 킬 블레이드 ,유니크,E 바이스 슈트름,유니크,장작 피어르 ,레어,사영 엘리고스,레어,라이트 스파클링 ,레어,스네이크 스프린터 ,레어,파이크 이펙션,레어,닷지 실피드,레어,DT 인사이트 R1,커먼,E 라이언트 소드,유니크,초승달 글리머,언커먼,쉬베르트 바이스,유니크,False,36,4,8,8,22380,58008,280,376,12500,3600,12,3,1003,25,193,265,1,3ba41d464b365d53c4b7b66cbf0e57b87442270122f1051bd0ac57dd8c371d8d,브리스톨
아로리,카를로스,근거리딜러,급소 가격,전장의 학살자,속전속결,E 제피르 팰컨,유니크,E 할렘 비트,유니크,E 데스티니 차일드,유니크,E 라스트 카니발,유니크,E 카르데시즘,유니크,E 펑크 딜라이트,유니크,SB태클 루인,레어,라이징 발람,레어,체스터 더블버거,레어,리세스 스프린터,레어,파이크 이펙션,레어,솔리드 스위퍼,레어,싸이클론 맥시머,레어,S 브리즈 페스티벌,유니크,SB제트킥 데브,레어,싸이클론 플랜트,유니크,False,50,11,7,7,49352,28105,94,163,17840,4100,34,21,1003,41,165,279,1,3ba41d464b365d53c4b7b66cbf0e57b87442270122f1051bd0ac57dd8c371d8d,브리스톨
CoㅡRona,라이샌더,근거리딜러,속전속결,사냥꾼의 본능,거인 사냥꾼,S 불안한 무언극,유니크,E 애처로운 인형,유니크,E 영원의 꼭두각시,유니크,E 일방적인 유희,유니크,E 광대 없는 축제,유니크,E 한밤의 탭댄스,유니크,저글링 폭죽피리,레어,SB트램폴 루차,레어,크라운 스파클링 ,레어,스프린터 프로빅,레어,크라운 이펙트 ,레어,크라운 타즈 ,레어,시클릿 임팩트,언커먼,S 다크 코미디,유니크,SB시클릿 데브,레어,거울 속의 무대,유니크,False,36,3,7,5,19104,25051,127,221,10900,1500,6,14,827,43,204,168,0,312cd9f076c1ae87ffb63bfac45cfb2feb809c6b100dd305f9b9481087538d0b,리버포드
지난밤에,타라,원거리딜러,완벽주의자,전장의 학살자,전장의 열기,E 데몰리션 파이어,유니크,파이어웍스 ,레어,E 마녀의 유희,유니크,E 무크 디토네이터,유니크,E 스칼렛 랩소디,유니크,E 파이어 포르테,유니크,불놀이 라이픈 E,언커먼,발화 하우레스,레어,체스터 더블버거,레어,스피드 파워업,언커먼,멜츠 어벤저,언커먼,스테민 터틀,레어,T1 통신기,언커먼,E 스티즈 머쉬,유니크,정념 오너먼트 ,레어,메테오 카티에르,유니크,False,33,1,8,7,21035,38221,199,256,11340,2700,12,17,827,31,162,178,0,312cd9f076c1ae87ffb63bfac45cfb2feb809c6b100dd305f9b9481087538d0b,리버포드
화곡동빨간망사,시바,근거리딜러,속전속결,전장의 학살자,거인 사냥꾼,E 데빌 스피리츠 ,유니크,E 페르소나,유니크,E 블랙펄 시스루,유니크,E 다크 어비스,유니크,E 블랙 나이트메어,유니크,E 킬링 댄스,유니크,데빌런-섀도우,레어,절개의 비프론즈,레어,다크 스파클링 ,레어,고소한 타락죽,레어,데블 파이크 ,레어,황색 다식,레어,배트스웜 맥시머,레어,E 센슈얼 어비스,유니크,칼날힐 비프론즈,레어,스웜 파이리에더,유니크,False,34,2,10,2,12625,22689,67,149,11900,1800,25,15,827,15,130,305,0,312cd9f076c1ae87ffb63bfac45cfb2feb809c6b100dd305f9b9481087538d0b,리버포드
망리단길지킴이,로라스,근거리딜러,단단한 피부,제압,단결된 힘,E 에이션트 드래곤,유니크,E 투도르 드라군,유니크,E 아마듀라스,유니크,E 토너먼트 라비타 ,유니크,E 토너먼트 샬러릿,유니크,E 팔아므,유니크,심판 아가레스,레어,투창 아가레스,레어,체스터 더블버거,레어,드래곤 엑셀,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,용성락 맥시머,레어,E 인테그리 드라군,유니크,나선창 아가레스,레어,골드니토 프레스,유니크,False,37,4,6,6,26617,27358,121,207,11300,2100,17,9,827,43,228,127,0,312cd9f076c1ae87ffb63bfac45cfb2feb809c6b100dd305f9b9481087538d0b,리버포드
아로리,이글,근거리딜러,급소 가격,전장의 학살자,속전속결,E 브리닝 슈나이더,유니크,S 스크라이 쇼크 ,유니크,S 언밸런스 레퀴엠,유니크,E 화이트 샤르페,유니크,E 킬 블레이드 ,유니크,E 바이스 슈트름,유니크,장작 엘리고스,레어,사영 엘리고스,레어,라이트 스파클링 ,레어,리세스 스프린터,레어,파이크 이펙션,레어,솔리드 스위퍼,레어,초승달 임팩트,언커먼,E 라이언트 소드,유니크,초승달 엘리고스,레어,쉬베르트 바이스,유니크,False,44,4,4,0,17679,26705,61,123,13360,2300,28,24,827,57,431,136,0,312cd9f076c1ae87ffb63bfac45cfb2feb809c6b100dd305f9b9481087538d0b,리버포드
지난밤에,샬럿,원거리딜러,완벽주의자,전장의 학살자,전장의 열기,E 물의 하모니 ,유니크,E 아망아망,유니크,E 파도의 격노,유니크,E 한여름 물장난,유니크,E 레인메이커,유니크,E 레인보우 스텝,유니크,폭포수 델루,언커먼,레인 퍼시 B,언커먼,첼시 와일드콜라,언커먼,스피드 파워업,언커먼,파이크 이펙션,레어,워터 플래쉬 ,레어,T1 통신기,언커먼,E 비의 노래,유니크,캐논 리프 ,레어,싱크 레인보우,유니크,False,51,7,6,6,17049,29215,157,183,15770,2400,24,30,1058,29,464,287,0,eccf5f261b01ded065114e40cd3a1d59d8544e0be07049ac7f169d02989027c4,그랑플람 아시아 지부
화곡동빨간망사,플로리안,탱커,최후의 저항,재생의 숨결,선봉장,E 빼앗은 증표,유니크,E 나르시시즘,유니크,E 영원한 소년,유니크,E 프레데터,유니크,E 에고 디펜스,유니크,E 스포일드 차일드,유니크,끈끈이 레그람,레어,섭취 레그람,레어,디시브 스파클링 ,레어,고소한 타락죽,레어,홍색 다식,레어,황색 다식,레어,PS 레이더 R4,언커먼,E 거짓된 관계,유니크,줄기 레그람,레어,탐욕의 권화,유니크,False,46,3,3,10,16427,23948,271,347,13290,2600,29,9,1058,46,512,107,0,eccf5f261b01ded065114e40cd3a1d59d8544e0be07049ac7f169d02989027c4,그랑플람 아시아 지부
비트코인캐시,제키엘,탱커,불굴의 의지,단단한 피부,선봉장,E 잔혹한 구원,유니크,E 안티 메시아,유니크,E 거부당한 기도,유니크,E 달콤한 모멸,유니크,E 불공정한 안식,유니크,E 약속된 재림,유니크,인도 레그람,레어,단죄 레그람,레어,파나틱 스파클링 ,레어,런업 스프린터,레어,가락엿,레어,파나틱 타즈 ,레어,인사이트 엔진T7 ,언커먼,E 노블 매니악,유니크,사도강림 레그람,레어,감춰진 지식,유니크,False,35,1,4,7,15249,27694,231,405,11150,3100,10,2,1058,56,417,110,0,eccf5f261b01ded065114e40cd3a1d59d8544e0be07049ac7f169d02989027c4,그랑플람 아시아 지부
게똥벌레,트릭시,근거리딜러,속전속결,충동 구매,거인 사냥꾼,E 이머전시 네이팜,유니크,카니지 시그널,레어,E 시니컬 하트,유니크,S 아이언 플루토,유니크,S 크리티컬 디시전,유니크,E 싱크로니시티,유니크,SB쐐기 루인,레어,왈츠 벨제브,레어,체스터 더블버거,레어,리세스 스프린터,레어,이펙트 이펙션,레어,솔리드 스위퍼,레어,시니컬 임팩트,언커먼,E 오버 프레셔,유니크,SB이젝션 데브,레어,파티클 액셀,유니크,False,46,2,7,4,21818,26740,99,169,15270,2800,24,21,1058,37,202,262,0,eccf5f261b01ded065114e40cd3a1d59d8544e0be07049ac7f169d02989027c4,그랑플람 아시아 지부
에스프레소룽고,나이오비,원거리딜러,회피 사격,전세역전,완벽주의자,SB루비 마노,레어,E 앨더란 ,유니크,S 버밀리온 하트,유니크,S 플레임 시타델,유니크,E 그레이스 스콧 ,유니크,E 불꽃의 윤무,유니크,불놀이 로임,레어,DB불꽃성채 루차,레어,체스터 더블버거,레어,런업 스프린터,레어,블레이즈 파이크 ,레어,솔리드 스위퍼,레어,불놀이 임팩트,언커먼,E 인퍼널 배일,유니크,정념폭발 레그람,레어,헬 세티스피아,유니크,False,47,7,7,5,27753,24973,74,131,15310,2900,19,17,1058,26,312,279,0,eccf5f261b01ded065114e40cd3a1d59d8544e0be07049ac7f169d02989027c4,그랑플람 아시아 지부
